Observation ID,Location ID,Location Name,Observed Property ID,Observed DateTime,Analyzed DateTime,Depth,Depth Unit,Data Classification,Result Value,Result Unit,Source of Rounded Value,Rounded Value,Rounding Specification,Result Status,Result Grade,Medium,Activity ID,Activity Name,Collection Method,Field: Device ID,Field: Device Type,Field: Comment,Lab: Specimen Name,Lab: Analysis Method,Lab: Detection Condition,Lab: Limit Type,Lab: MDL,Lab: MRL,Lab: Quality Flag,Lab: Received DateTime,Lab: Prepared DateTime,Lab: Sample Fraction,Lab: From Laboratory,Lab: Sample ID,Lab: Dilution Factor,Lab: Comment,QC: Type,QC: Source Sample ID,Standards Violations,Specimen: Taxonomy Element,CAS Number,Latitude,Longitude,Elevation,Elevation Unit,Country,State,County,Location Type,Field Visit Start Date,Validation Warnings,Location Group,EA_Lab Batch ID,EA_Observation Composite Stat,EA_Upload File Name
09904a97-e3d7-40a0-83c7-6c30209fc3ec,E104898,PG PULP AND INTERCON PULP PE0390001 OUTFALL,Oxygen Dissolved (fl. conc.),2022-05-18 07:01:00.000-08:00,2022-05-18 07:01:00.000-08:00,,,LAB,5.1,mg/L,,,,Preliminary,Unknown,Water - Waste,53aa2092-0992-4451-9f86-3205434f330d,3906889;;Water - Waste;E104898;2022-05-18T07:01:00-08:00,Time Composite: Continuous Monitor,,,,Inorganics,XM01;DO Meter;EMS Migration,,,0,,,,,DISSOLVED,PE,,,,,,,,,53.9264,-122.6811,,,,,,Outfall,2022-05-18,,3900,,,water-may-16-1645.csv
09c000d0-bd8c-492d-b7b6-5ac746b2d487,E102984,COMINCO (PE-2753) OUTFALL III,Residue: Non-filterable (TSS) (mass flow),2022-05-18 05:00:00.000-08:00,2022-05-18 05:00:00.000-08:00,,,LAB,0.0839,t/d,,,,Preliminary,Unknown,Water - Waste,766d9054-7199-4edb-8777-3045eddcaedd,4415380;;Water - Waste;E102984;2022-05-18T05:00:00-08:00,Flow Proportional Composite,,,,Physical Properties,CALC;Calculation (t/d);EMS Migration,,,0,,,,,,PE,,,,,,,,,49.1042,-117.6606,,,,,,Outfall,2022-05-18,,14388;2753,,,water-may-13-154.csv
09c56f5f-0040-4dab-89e3-7acfaff61cda,E304874,QUL-57,Potassium Dissolved (fl. conc.),2022-05-10 10:05:00.000-08:00,2022-05-10 10:05:00.000-08:00,0,metre,LAB,0.475,mg/L,,,,Preliminary,Unknown,Water - Fresh,46e1d03a-f0c6-4322-b1f3-49ab4b880f30,3941520;;0m;Water - Fresh;E304874;2022-05-10T10:05:00-08:00,Grab,,,,Metals - Dissolved,X170;ICP;EMS Migration,,,0.05,,,2022-05-11 13:40:00.000-08:00,,DISSOLVED,ALS,VA22B0145,,,,,,,,52.502428,-121.502042,,,,,,Lake or Pond,2022-05-10,,11678,,,water-may-15-27.csv
09f89c4a-4887-49ed-b80a-3fa37ad21ff7,E305895,WQ-3 MOUNT MILLIGAN 104777,Silver Dissolved (fl. conc.),2022-05-09 12:49:00.000-08:00,2022-05-17 16:50:00.000-08:00,,,LAB,0.00001,mg/L,,,,Preliminary,Unknown,Water - Fresh,8e04a47f-1b45-4912-94d2-51becc33fe07,3896677;;Water - Fresh;E305895;2022-05-09T12:49:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",NOT_DETECTED,,0.00001,,,2022-05-11 11:00:00.000-08:00,,DISSOLVED,CAR,22E1635-03,,,,,,,7440-22-4,55.113234,-123.978491,,,,,,"River, Stream, or Creek",2022-05-09,Statistical Outlier: 1.0E-5 mg/L >= P95 (1.0E-5 mg/L),104777,B2E1842,,water-may-15-108.csv
0a015472-7e19-43d5-a649-4fc2d542360d,E102990,COMINCO (PE-2753) COMBINED SEWER IV,Zinc Total (mass flow),2022-05-12 05:00:00.000-08:00,2022-05-12 05:00:00.000-08:00,,,LAB,0.00022,t/d,,,,Preliminary,Unknown,Water - Waste,a1a9d974-8900-49d8-ae9e-8c48f898c07a,4552845;;Water - Waste;E102990;2022-05-12T05:00:00-08:00,Flow Proportional Composite,,,,Metals - Total,CALC;Calculation (t/d);EMS Migration,,,0,,,,,TOTAL,PE,,,,,,,,7440-66-6,49.1148,-117.7237,,,,,,Outfall,2022-05-12,,2753;5309,,,water-may-16-20.csv
0a12be92-08ab-49fb-a1b8-6837df537685,E305950,KP07-13 MOUNT MILLIGAN 104777,Strontium Dissolved (fl. conc.),2022-04-27 12:01:00.000-08:00,2022-05-04 18:44:00.000-08:00,,,LAB,0.109,mg/L,,,,Preliminary,Unknown,Water - Ground,3e6852f5-54a5-4a94-86f9-822b325dd7f5,3892887;;Water - Ground;E305950;2022-04-27T12:01:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",,,0.0001,,,2022-04-29 09:15:00.000-08:00,,DISSOLVED,CAR,22D3718-01,,,,,,,7440-24-6,55.138284,-123.972363,,,,,,Well,2022-04-27,,104777,B2E0293,,water-may-15-152.csv
0a2d408a-964d-48d9-9efc-5baa67193394,E305931,WQ-PIT MOUNT MILLIGAN 104777,Copper Dissolved (fl. conc.),2022-04-26 13:28:00.000-08:00,2022-05-05 16:19:00.000-08:00,,,LAB,0.00063,mg/L,,,,Preliminary,Unknown,Water - Waste,7306d760-4876-433d-89db-459d40650fdc,3901413;;Water - Waste;E305931;2022-04-26T13:28:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",,,0.0001,,,2022-04-29 09:15:00.000-08:00,,DISSOLVED,CAR,22D3731-01,,,,,,,7440-50-8,55.125977,-124.028752,,,,,,Outfall,2022-04-26,,104777,B2E0299,,water-may-15-143.csv
0a31dee2-4dd1-4283-8e1c-b9749d7290d2,E104955,KELOWNA STP - MAIN PLANT PE 12211 @ OUTLET OF CHLORINATION TANK 1,Nitrogen Ammonia Dissolved (fl. conc.),2022-05-17 00:00:00.000-08:00,2022-05-17 00:00:00.000-08:00,,,LAB,0.07,mg/L,,,,Preliminary,Unknown,Water - Waste,a2a9bc2b-49ba-486c-8560-28a88b51ec39,3906604;;Water - Waste;E104955;2022-05-17T00:00:00-08:00,Flow Proportional Composite,,,,Nutrients,X054;Phenate-Colorimetric;EMS Migration,,,0.005,,,,,DISSOLVED,KPC,,,,,,,,7664-41-7,49.8642,-119.4836,,,,,,Outfall,2022-05-17,,12211,,,water-may-16-1770.csv
0a40d93f-1b73-4da0-aa22-22972cc9932c,E207975,POLLEY LAKE - SOUTH,Phosphorus Total (fl. conc.),2022-05-17 12:49:00.000-08:00,2022-05-17 12:49:00.000-08:00,0,metre,LAB,0.0139,mg/L,,,,Preliminary,Unknown,Water - Fresh,f2bb9798-cb64-47bd-b491-df2930e4c755,3941494;;0m;Water - Fresh;E207975;2022-05-17T12:49:00-08:00,Grab,,,,Nutrients,139A;Dig.Auto AscorbicA;EMS Migration,,,0.002,,,2022-05-18 11:10:00.000-08:00,,TOTAL,ALS,VA22B0897,,,,,,,7723-14-0,52.539,-121.594,,,,,,Lake or Pond,2022-05-17,,11678,,,water-may-16-100.csv
0a44b756-d1a3-46b2-b1d8-408d17fd9e0a,E305950,KP07-13 MOUNT MILLIGAN 104777,Boron Dissolved (fl. conc.),2022-04-27 12:01:00.000-08:00,2022-05-04 18:44:00.000-08:00,,,LAB,0.0036,mg/L,,,,Preliminary,Unknown,Water - Ground,3e6852f5-54a5-4a94-86f9-822b325dd7f5,3892887;;Water - Ground;E305950;2022-04-27T12:01:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",,,0.002,,,2022-04-29 09:15:00.000-08:00,,DISSOLVED,CAR,22D3718-01,,,,,,,7440-42-8,55.138284,-123.972363,,,,,,Well,2022-04-27,,104777,B2E0293,,water-may-15-152.csv
0a46a981-d51f-40b3-a4cf-8462154fbafe,E305911,WQ-NESCRP2 MOUNT MILLIGAN 104777,Carbon Total Organic (fl. conc.),2022-05-03 13:07:00.000-08:00,2022-05-10 14:31:00.000-08:00,,,LAB,1.82,mg/L,,,,Preliminary,Unknown,Water - Waste,3408237d-39ef-4a23-b0bb-e6bca0ae9834,3896140;;Water - Waste;E305911;2022-05-03T13:07:00-08:00,Grab,,,,Carbon,X067;TOC Analyzer;EMS Migration,,,0.5,,,2022-05-05 08:15:00.000-08:00,,TOTAL,CAR,22E0746-03,,,,,,,,55.128786,-123.966653,,,,,,Seepage or Seepage Pools,2022-05-03,,104777,B2E0688,,water-may-15-133.csv
0a55b3d0-6552-4e91-a723-a26017be3766,E305899,WQ-23 MOUNT MILLIGAN 104777,Arsenic Dissolved (fl. conc.),2022-05-10 12:30:00.000-08:00,2022-05-17 17:06:00.000-08:00,,,LAB,0.000265,mg/L,,,,Preliminary,Unknown,Water - Surface Film,683426a4-7499-45d4-a5bd-b8415653898d,3901818;;Water - Surface Film;E305899;2022-05-10T12:30:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",,,0.00005,,,2022-05-12 11:00:00.000-08:00,,DISSOLVED,CAR,22E1704-01,,,,,,,7440-38-2,55.121229,-123.953926,,,,,,"River, Stream, or Creek",2022-05-10,,104777,B2E1842,,water-may-15-115.csv
0a60e176-0316-4c54-b5ca-1b9af845096e,E207975,POLLEY LAKE - SOUTH,Arsenic Total (fl. conc.),2022-05-17 12:49:00.000-08:00,2022-05-17 12:49:00.000-08:00,0,metre,LAB,0.00053,mg/L,,,,Preliminary,Unknown,Water - Fresh,f2bb9798-cb64-47bd-b491-df2930e4c755,3941494;;0m;Water - Fresh;E207975;2022-05-17T12:49:00-08:00,Grab,,,,Metals - Total,"X071;FA,HNO3,Hydr.Gen,AA;EMS Migration",,,0.0001,,,2022-05-18 11:10:00.000-08:00,,TOTAL,ALS,VA22B0897,,,,,,,7440-38-2,52.539,-121.594,,,,,,Lake or Pond,2022-05-17,,11678,,,water-may-16-100.csv
0a6bb274-9c0a-41bb-8fa3-332058fc53fe,E306062,PE-07337 (WQ21A) SILVERTIP CREEK IMMEDIATELY ABOVE CONFLUENCE WITH BRINCO,Carbonate Alkalinity (as CaCO3) (fl. conc.),2022-05-05 11:00:00.000-08:00,2022-05-11 00:09:00.000-08:00,,,LAB,1,mg/L,,,,Preliminary,Unknown,Water - Fresh,501ced46-5fe5-4585-85f5-0b153faaf971,3896500;;Water - Fresh;E306062;2022-05-05T11:00:00-08:00,Grab,,,,Major Ions,XCAL;Calculation (mg/L);EMS Migration,NOT_DETECTED,,1,,,2022-05-10 11:14:00.000-08:00,,,MX,AST508,,,,,,,,59.931046,-130.337463,,,,,,"River, Stream, or Creek",2022-05-05,Statistical Outlier: 1.0 mg/L >= P95 (1.0 mg/L),7337,A574015,,water-may-15-243.csv
0a7cb141-3a7e-4461-bee6-7c7e18a49cfa,E102983,COMINCO (PE-2753) OUTFALL II,Flow (Avg) (flow),2022-05-21 05:00:00.000-08:00,2022-05-21 05:00:00.000-08:00,,,LAB,70439.73,m³/d,,,,Preliminary,Unknown,Water - Waste,1222a814-ca91-4259-91ff-c0b2507b27e3,4551716;;Water - Waste;E102983;2022-05-21T05:00:00-08:00,Time Composite: Continuous Monitor,,,,Physical Properties,XG01;Parshall Flume;EMS Migration,,,0,,,,,,PE,,,,,,,,,49.0997,-117.7099,,,,,,Outfall,2022-05-21,,14388;2753,,,water-may-13-86.csv
0a846616-38e4-4e7c-8cd9-a9b235af0bf0,E102984,COMINCO (PE-2753) OUTFALL III,Thallium Total (mass flow),2022-05-05 05:00:00.000-08:00,2022-05-05 05:00:00.000-08:00,,,LAB,0.00091,t/d,,,,Preliminary,Unknown,Water - Waste,762d4c0a-fa86-44ed-ac2a-aeddc9c2360b,4416105;;Water - Waste;E102984;2022-05-05T05:00:00-08:00,Flow Proportional Composite,,,,Metals - Total,CALC;Calculation (t/d);EMS Migration,,,0.01,,,,,TOTAL,PE,,,,,,,,7440-28-0,49.1042,-117.6606,,,,,,Outfall,2022-05-05,,14388;2753,,,water-may-13-154.csv
0a94428a-5ec3-49b0-bb07-7fe2e1b51255,E305948,KP06-8S MOUNT MILLIGAN 104777,Bismuth Dissolved (fl. conc.),2022-05-10 12:35:00.000-08:00,2022-05-18 17:20:00.000-08:00,,,LAB,0.00001,mg/L,,,,Preliminary,Unknown,Water - Ground,245b844c-f3fa-4912-bf01-11324b8df714,3897608;;Water - Ground;E305948;2022-05-10T12:35:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",NOT_DETECTED,,0.00001,,,2022-05-12 11:00:00.000-08:00,,DISSOLVED,CAR,22E1703-04,,,,,,,7440-69-9,55.135242,-123.979694,,,,,,Well,2022-05-10,,104777,B2E1842,,water-may-15-151.csv
0a990b39-60d7-4f08-92ee-ba5915b2aabf,E102990,COMINCO (PE-2753) COMBINED SEWER IV,Zinc Dissolved (mass flow),2022-05-11 05:00:00.000-08:00,2022-05-11 05:00:00.000-08:00,,,LAB,0.00014,t/d,,,,Preliminary,Unknown,Water - Waste,d0664405-5d4f-433b-9c98-5fe92bf6c289,4552841;;Water - Waste;E102990;2022-05-11T05:00:00-08:00,Flow Proportional Composite,,,,Metals - Dissolved,CALC;Calculation (t/d);EMS Migration,,,0,,,,,DISSOLVED,PE,,,,,,,,7440-66-6,49.1148,-117.7237,,,,,,Outfall,2022-05-11,,2753;5309,,,water-may-16-20.csv
0aa105ff-3864-47b5-abcb-4c0dbf5220ae,E305878,ELK RIVER SIDE CHANNEL U/S WOLFRAM CREEK,pH (acidity),2022-05-03 11:30:00.000-08:00,2022-05-03 11:30:00.000-08:00,,,LAB,8.42,pH units,,,,Preliminary,Unknown,Water - Fresh,fd9ba699-f4b9-432e-b8d2-30167789692d,3932436;;Water - Fresh;E305878;2022-05-03T11:30:00-08:00,Grab,,,,Physical Properties,X330;Meter;EMS Migration,,,2,,,,,,ALS,,,,,,,,,50.105333,-114.930826,,,,,,"River, Stream, or Creek",2022-05-03,,6248,,,water-may-15-104.csv
0aa1a241-044a-47b7-b5fa-9540d2577331,E104898,PG PULP AND INTERCON PULP PE0390001 OUTFALL,Oxygen Dissolved (fl. conc.),2022-05-22 07:01:00.000-08:00,2022-05-22 07:01:00.000-08:00,,,LAB,5.4,mg/L,,,,Preliminary,Unknown,Water - Waste,fdd52bd6-607a-42c4-91b0-c244b96911a1,3906898;;Water - Waste;E104898;2022-05-22T07:01:00-08:00,Time Composite: Continuous Monitor,,,,Inorganics,XM01;DO Meter;EMS Migration,,,0,,,,,DISSOLVED,PE,,,,,,,,,53.9264,-122.6811,,,,,,Outfall,2022-05-22,,3900,,,water-may-16-1645.csv
0aa20144-6451-4e3b-bd9b-2fef802dd031,E305910,WQ-NESCRP1 MOUNT MILLIGAN 104777,Nitrate (NO3) Dissolved (fl. conc.),2022-05-03 12:55:00.000-08:00,2022-05-07 13:58:00.000-08:00,,,LAB,0.723,mg/L,,,,Preliminary,Unknown,Water - Waste,9f3051ea-efab-4ade-a472-5bfa8b4239a8,3896141;;Water - Waste;E305910;2022-05-03T12:55:00-08:00,Grab,,,,Nutrients,X044;Ion Chromatography;EMS Migration,,,0.01,,,2022-05-05 08:15:00.000-08:00,,DISSOLVED,CAR,22E0746-02,,,,,,,14797-55-8,55.134026,-123.976678,,,,,,Seepage or Seepage Pools,2022-05-03,,104777,B2E0788,,water-may-15-132.csv
0aa4f319-9fd8-4c09-8a8c-dffe08012ba3,E306062,PE-07337 (WQ21A) SILVERTIP CREEK IMMEDIATELY ABOVE CONFLUENCE WITH BRINCO,Uranium Dissolved (fl. conc.),2022-05-05 11:00:00.000-08:00,2022-05-11 21:27:00.000-08:00,,,LAB,0.00568,mg/L,,,,Preliminary,Unknown,Water - Fresh,501ced46-5fe5-4585-85f5-0b153faaf971,3896500;;Water - Fresh;E306062;2022-05-05T11:00:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",,,0.0001,,,2022-05-10 11:14:00.000-08:00,,DISSOLVED,MX,AST508,,,,,,,7440-61-1,59.931046,-130.337463,,,,,,"River, Stream, or Creek",2022-05-05,,7337,A573848,,water-may-15-243.csv
0aad8dd0-1f0e-4d85-81cd-d81813365ed9,E304691,RED CHRIS - NORTH RECLAIM POND,Bismuth Dissolved (fl. conc.),2022-05-03 11:05:00.000-08:00,2022-05-19 00:00:00.000-08:00,,,LAB,0.00005,mg/L,,,,Preliminary,Unknown,Water - Fresh,4f7262d1-21be-41d6-9d16-1389e7dc0646,3898378;;Water - Fresh;E304691;2022-05-03T11:05:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",NOT_DETECTED,,0.00005,,,2022-05-04 18:10:00.000-08:00,,DISSOLVED,ALS,001,,,,,,,7440-69-9,57.752213,-129.725608,,,,,,Lake or Pond,2022-05-03,Statistical Outlier: 5.0E-5 mg/L >= P95 (5.0E-5 mg/L),105017,VA22A9500,,water-may-15-9.csv
0ab65ffc-9ac4-4463-a678-ee2f500a2302,E304750,OUTLET OF THE SECONDARY POST SEDIMENT POND (FR_PP1),Flow (Rate) (flow),2022-05-11 12:29:00.000-08:00,2022-05-11 12:29:00.000-08:00,,,LAB,0.056,m³/s,,,,Preliminary,Unknown,Water - Waste,06e1056d-b3ea-48fc-a4c2-9a98abe53dd9,3921862;;Water - Waste;E304750;2022-05-11T12:29:00-08:00,Grab,,,,Physical Properties,XM11;Flow Meter;EMS Migration,,,0,,,,,,ECC,,,,,,,,,50.193389,-114.913667,,,,,,Outfall,2022-05-11,,424,,,water-may-15-12.csv
0ab8a18f-49d8-4ae6-b3af-a8d8f0f284f4,E305908,WQ-TSFP MOUNT MILLIGAN 104777,Sulfur Dissolved (fl. conc.),2022-04-26 14:02:00.000-08:00,2022-05-05 16:21:00.000-08:00,,,LAB,253,mg/L,,,,Preliminary,Unknown,Water - Waste,e1968a9c-a0a6-4ae7-b30a-dd9cfe62d240,3901412;;Water - Waste;E305908;2022-04-26T14:02:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",,,1,,,2022-04-29 09:15:00.000-08:00,,DISSOLVED,CAR,22D3731-02,,,,,,,7704-34-9,55.116589,-123.99803,,,,,,Outfall,2022-04-26,,104777,B2E0299,,water-may-15-131.csv
0aba0b83-faa1-4153-aa10-0b24f04f9e5f,E208043,EVCC -ELKVIEW  (PE-425) GODDARD CREEK POND DECANT,Iron Total (fl. conc.),2022-05-05 14:25:00.000-08:00,2022-05-05 14:25:00.000-08:00,,,LAB,0.08,mg/L,,,,Preliminary,Unknown,Water - Waste,269cae1c-b765-460e-b9b0-3c47134a6d16,3935317;;Water - Waste;E208043;2022-05-05T14:25:00-08:00,Grab,,,,Metals - Total,MWID;Metals in Water by ICPMS (digested);EMS Migration,,,0.02,,,,,TOTAL,ALS,,,,,,,,,49.76,-114.8731,,,,,,Outfall,2022-05-05,,425,,,water-may-16-132.csv
0ac34613-838f-42fc-bc6b-89cd56fb140c,E305895,WQ-3 MOUNT MILLIGAN 104777,Beryllium Dissolved (fl. conc.),2022-05-09 12:49:00.000-08:00,2022-05-18 15:35:00.000-08:00,,,LAB,0.00001,mg/L,,,,Preliminary,Unknown,Water - Fresh,8e04a47f-1b45-4912-94d2-51becc33fe07,3896677;;Water - Fresh;E305895;2022-05-09T12:49:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",NOT_DETECTED,,0.00001,,,2022-05-11 11:00:00.000-08:00,,DISSOLVED,CAR,22E1635-03,,,,,,,7440-41-7,55.113234,-123.978491,,,,,,"River, Stream, or Creek",2022-05-09,,104777,B2E1842,,water-may-15-108.csv
0ac50eb7-4288-4d56-a7a5-9bf7997ef3ee,E208043,EVCC -ELKVIEW  (PE-425) GODDARD CREEK POND DECANT,Unknown Selenium Species (fl. conc.),2022-05-05 14:25:00.000-08:00,2022-05-05 14:25:00.000-08:00,,,LAB,0.00001,mg/L,,,,Preliminary,Unknown,Water - Waste,daf5637c-cb63-4801-826a-49d5cfff529a,4040511;;Water - Waste;E208043;2022-05-05T14:25:00-08:00,Grab,,,,Metals,X564;IC-ICP-CRC-MS;EMS Migration,NOT_DETECTED,,0.000005,,,,,,BRK,,,,,,,,,49.76,-114.8731,,,,,,Outfall,2022-05-05,Statistical Outlier: 1.0E-5 mg/L >= P95 (5.0E-6 mg/L),425,,,water-may-16-132.csv
0ac8fb51-dec0-408b-8ed2-39be59aa0a86,E305895,WQ-3 MOUNT MILLIGAN 104777,Chromium Dissolved (fl. conc.),2022-05-09 12:49:00.000-08:00,2022-05-18 15:35:00.000-08:00,,,LAB,0.00063,mg/L,,,,Preliminary,Unknown,Water - Fresh,8e04a47f-1b45-4912-94d2-51becc33fe07,3896677;;Water - Fresh;E305895;2022-05-09T12:49:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",,,0.0001,,,2022-05-11 11:00:00.000-08:00,,DISSOLVED,CAR,22E1635-03,,,,,,,7440-47-3,55.113234,-123.978491,,,,,,"River, Stream, or Creek",2022-05-09,Statistical Outlier: 6.3E-4 mg/L >= P95 (6.3E-4 mg/L),104777,B2E1842,,water-may-15-108.csv
0ad34de2-ece1-4a6f-bc83-bf2acf5ce217,E102672,COMINCO(PE00189) KIMBERLEY DWTP DISCHG.,Flow (Avg) (flow),2022-05-19 07:30:00.000-08:00,2022-05-19 07:30:00.000-08:00,,,LAB,19620.14453,m³/d,,,,Preliminary,Unknown,Water - Waste,a683166e-68f4-43c5-bc74-56b2abdd40db,3909320;;Water - Waste;E102672;2022-05-19T07:30:00-08:00,Grab,,,,Physical Properties,XM10;Meter;EMS Migration,,,0,,,,,,PE,,,,,,189-November-E102672-Teck Metals Ltd.: 19620.14453 m³/d > 15840.0 m³/d,,,49.6311,-115.9617,,,,,,Outfall,2022-05-19,,189,,,water-may-13-28.csv
0ae35e13-5459-4554-bee5-c753645fb39a,0600011,FRASER RIVER AT MARGUERITE,Boron Total (fl. conc.),2022-04-13 08:40:00.000-08:00,2022-05-11 00:11:00.000-08:00,,,LAB,0.0025,mg/L,,,,Preliminary,Unknown,Water - Fresh,97a7a009-fad2-402e-b87c-37e15bbac652,4047508;REPLICATE;Water - Fresh;0600011;2022-04-13T08:40:00-08:00,Grab,,,,Metals - Total,"X555;Metals in water, total, ""in-bottle"" digestion, ICP-SFMS;EMS Migration",,,0.0002,,,,,TOTAL,NTL,VA22A7876,,,REPLICATE,,,,7440-42-8,52.5294,-122.44635,,,,,,"River, Stream, or Creek",2022-04-13,,,,,water-may-16-422.csv
0af1b9ea-db36-4f88-a747-32486065a691,E304810,HAC 13,Sulfate Dissolved (fl. conc.),2022-05-03 10:08:00.000-08:00,2022-05-03 10:08:00.000-08:00,,,LAB,53.1,mg/L,,,,Preliminary,Unknown,Water - Fresh,54304f19-fa75-419d-9e64-b0cd8aba1039,3941430;;Water - Fresh;E304810;2022-05-03T10:08:00-08:00,Grab,,,,Major Ions,"X064;BaCl2,Turbimetric;EMS Migration",,,0.3,,,2022-05-04 10:00:00.000-08:00,,DISSOLVED,ALS,VA22A9405,,,,,,,14808-79-8,52.521475,-121.586368,,,,,,"River, Stream, or Creek",2022-05-03,,11678,,,water-may-15-18.csv
0affe916-7766-438a-bd91-827e80c89b67,E208057,EVCC -ELKVIEW  (PE-425) MILLIGAN CREEK POND DECANT,Specific Conductance (elec. cond.),2022-05-03 12:34:00.000-08:00,2022-05-03 12:34:00.000-08:00,,,LAB,1020,µS/cm,,,,Preliminary,Unknown,Water - Waste,6e855609-bad8-4a58-a87a-5b01b30f5b2b,3935700;;Water - Waste;E208057;2022-05-03T12:34:00-08:00,Grab,,,,Physical Properties,XM10;Meter;EMS Migration,,,2,,,,,,ALS,,,,,,,,,49.6858,-114.7983,,,,,,Outfall,2022-05-03,,425,,,water-may-16-147.csv
0b00ce02-30fd-44a1-800d-f02fbb019b51,E305878,ELK RIVER SIDE CHANNEL U/S WOLFRAM CREEK,Thallium Dissolved (fl. conc.),2022-05-03 11:30:00.000-08:00,2022-05-03 11:30:00.000-08:00,,,LAB,0.00001,mg/L,,,,Preliminary,Unknown,Water - Fresh,fd9ba699-f4b9-432e-b8d2-30167789692d,3932436;;Water - Fresh;E305878;2022-05-03T11:30:00-08:00,Grab,,,,Metals - Dissolved,MWID;Metals in Water by ICPMS (digested);EMS Migration,NOT_DETECTED,,0.00005,,,,,DISSOLVED,ALS,,,,,,,,7440-28-0,50.105333,-114.930826,,,,,,"River, Stream, or Creek",2022-05-03,,6248,,,water-may-15-104.csv
0b097342-5861-4a84-8333-9c5dba08853b,E102983,COMINCO (PE-2753) OUTFALL II,Lead Dissolved (mass flow),2022-05-17 05:00:00.000-08:00,2022-05-17 05:00:00.000-08:00,,,LAB,0.00007,t/d,,,,Preliminary,Unknown,Water - Waste,a22ed38b-ecab-4426-9e7b-3dd4af7da998,4551706;;Water - Waste;E102983;2022-05-17T05:00:00-08:00,Flow Proportional Composite,,,,Metals - Dissolved,CALC;Calculation (t/d);EMS Migration,,,0,,,,,DISSOLVED,PE,,,,,,,,,49.0997,-117.7099,,,,,,Outfall,2022-05-17,,14388;2753,,,water-may-13-86.csv
0b0ddbfe-6e88-4527-9c3f-57bb6364d6da,E305976,WQ-MCSCRSS MOUNT MILLIGAN 104777,Potassium Total (fl. conc.),2022-05-03 10:23:00.000-08:00,2022-05-10 19:36:00.000-08:00,,,LAB,1.48,mg/L,,,,Preliminary,Unknown,Water - Waste,71c8ce08-463a-4547-a9b3-7fb2f4eb24ac,3896139;;Water - Waste;E305976;2022-05-03T10:23:00-08:00,Grab,,,,Metals - Total,"F033;Acid Dig,Centrifuge,ICPMS;EMS Migration",,,0.02,,,2022-05-05 08:15:00.000-08:00,,TOTAL,CAR,22E0746-01,,,,,,,,55.114049,-123.973243,,,,,,Seepage or Seepage Pools,2022-05-03,,104777,B2E1045,,water-may-15-165.csv
0b29c201-26b8-42cb-aa16-96d427302855,E305895,WQ-3 MOUNT MILLIGAN 104777,Residue: Non-filterable (TSS) (fl. conc.),2022-05-09 12:49:00.000-08:00,2022-05-16 00:00:00.000-08:00,,,LAB,2,mg/L,,,,Preliminary,Unknown,Water - Fresh,8e04a47f-1b45-4912-94d2-51becc33fe07,3896677;;Water - Fresh;E305895;2022-05-09T12:49:00-08:00,Grab,,,,Physical Properties,"F043;Grav, 1.2um GF filter, 103-5C;EMS Migration",NOT_DETECTED,,2,,,2022-05-11 11:00:00.000-08:00,,,CAR,22E1635-03,,,,,,,,55.113234,-123.978491,,,,,,"River, Stream, or Creek",2022-05-09,,104777,B2E1848,,water-may-15-108.csv
0b390a61-1dc9-4830-987d-e4268bd936ff,E305976,WQ-MCSCRSS MOUNT MILLIGAN 104777,Nickel Total (fl. conc.),2022-05-03 10:23:00.000-08:00,2022-05-10 19:36:00.000-08:00,,,LAB,0.000218,mg/L,,,,Preliminary,Unknown,Water - Waste,71c8ce08-463a-4547-a9b3-7fb2f4eb24ac,3896139;;Water - Waste;E305976;2022-05-03T10:23:00-08:00,Grab,,,,Metals - Total,"F033;Acid Dig,Centrifuge,ICPMS;EMS Migration",,,0.00004,,,2022-05-05 08:15:00.000-08:00,,TOTAL,CAR,22E0746-01,,,,,,,7440-02-0,55.114049,-123.973243,,,,,,Seepage or Seepage Pools,2022-05-03,,104777,B2E1045,,water-may-15-165.csv
